29,2
43,3
3,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
4,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
72,45
86,46
46,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
47,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
115,88
129,89
89,102
102,103
103,104
104,105
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
113,114
114,115
90,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
127,128
128,129
158,131
172,132
132,145
145,146
146,147
147,148
148,149
149,150
150,151
151,152
152,153
153,154
154,155
155,156
156,157
157,158
133,159
159,160
160,161
161,162
162,163
163,164
164,165
165,166
166,167
167,168
168,169
169,170
170,171
171,172
201,174
215,175
175,188
188,189
189,190
190,191
191,192
192,193
193,194
194,195
195,196
196,197
197,198
198,199
199,200
200,201
176,202
202,203
203,204
204,205
205,206
206,207
207,208
208,209
209,210
210,211
211,212
212,213
213,214
214,215
244,217
258,218
218,231
231,232
232,233
233,234
234,235
235,236
236,237
237,238
238,239
239,240
240,241
241,242
242,243
243,244
219,245
245,246
246,247
247,248
248,249
249,250
250,251
251,252
252,253
253,254
254,255
255,256
256,257
257,258
